timestamp,cpu_utilization,ram_utilization,request_rate,context_switches,worker_threads,latency_ms,label
0,20.618101782710436,44.5650139829948,6.412235433731494,788.6511352735026,6,10.716366179741325,0
1,29.260714596148745,42.375083594590066,10.708774168394761,1221.5381331642511,6,14.028766470629959,0
2,25.979909127171076,38.532514085020644,6.852703553833237,1136.9391641206257,5,8.944846313475054,0
3,23.979877262955547,37.96535581287655,7.786430631150364,873.7864244953203,5,14.811311957115507,0
4,17.34027960663655,38.497032297458496,7.187098003235832,737.9225768091098,7,12.590280480512028,0
5,17.33991780504304,42.74653531181182,6.828377798688171,902.1646673882415,9,10.114810467883832,0
6,15.871254182522993,41.61370611070414,13.25710951560667,886.768020831907,7,11.44026437111944,0
7,27.99264218662403,36.85195567867468,7.857075676608903,1032.847785516414,8,6.022241711319445,0
8,24.01672517614813,36.741093353340844,14.271237818644494,896.7172430959727,6,13.445215313136549,0
9,25.621088666940683,35.983956497133974,14.699265253451909,998.3554206489796,6,10.823574550639659,0
10,15.308767414437037,41.60302719701338,10.712604699370974,789.0499472706463,5,14.860674802096018,0
11,29.548647782429917,42.64372662221736,6.430011226657264,1020.7585491732418,9,11.36428743752849,0
12,27.48663961200633,37.65046428325004,8.745482433795813,1108.10794268588,5,13.34111583266325,0
13,18.185086660174143,35.20944961030913,12.97732263348214,670.1243736387459,8,12.997627427952398,0
14,17.727374508106507,35.821716674764275,8.673907286970705,657.9727105319876,7,8.45461151468269,0
15,17.751067647801506,44.6786003484503,5.870172183027887,759.6630027387012,7,7.596106252332117,0
16,19.563633644393065,37.9544477747742,10.56784910928188,795.1327987280429,9,9.3049358343151,0
17,22.871346474483566,42.69223147838134,13.451208514960348,866.4736264722349,5,9.67241344408837,0
18,21.479175279631736,41.24663568854264,12.959263871435024,884.2853107914664,5,7.400847019366439,0
19,19.368437102970628,38.81939639652896,6.751231401303532,780.4310022677371,8,13.945978733509719,0
20,24.17779342083569,37.05687262195555,11.727646144124666,862.1222110613198,7,10.425478623006459,0
21,17.092407909780626,36.21386418159406,7.205042634356471,720.1510624710959,5,14.784443921535695,0
22,19.382169728028273,41.150129680388666,7.1820753455217226,977.0255250437773,9,13.100177780462634,0
23,20.495427649405375,42.74633780637788,13.740717733051852,835.7197163335888,7,10.55704860391946,0
24,21.84104976325554,41.4390425354113,7.496689527402301,879.4400771388893,8,14.470402781443592,0
25,26.777639420895206,40.30302133249158,7.632473465180112,1042.4044825077222,9,10.04874815095307,0
26,17.995106732375397,35.419512234316365,5.0065339076129955,944.879898833653,6,13.871065125186705,0
27,22.713516576204174,44.684887775943835,13.706690341255177,840.3182973358332,8,8.581447811958055,0
28,23.886218532930638,42.987141916545745,12.925948132091348,1001.5400964829961,9,8.78642383404094,0
29,15.696756190799967,37.928220367009644,11.27328935090678,807.2143128325165,5,9.18130682970931,0
30,24.113172778521573,44.79970329358851,12.502657639388422,985.0266445009592,6,10.466256459432461,0
31,17.557861855309373,41.01881589636322,6.520485674244918,665.5200482737275,8,10.53490270198824,0
32,15.975773894779193,40.82422658207246,9.583235945875755,802.4560301177528,5,9.963989216770841,0
33,29.233283058799998,42.48073179429532,8.51219387348781,950.0604897808525,6,8.060009735831674,0
34,29.48448049611839,43.117697880901375,5.937765262570165,1115.9548072679288,7,14.27206464790831,0
35,27.125960221746915,41.56478607331503,9.86130485214924,1100.0233587101957,5,10.885860973492543,0
36,19.56920653760056,36.280957463662,14.207396503426354,752.5211306259991,9,9.077392161915949,0
37,16.46508171009576,38.38267505994499,5.400591190506945,864.1136450152262,8,11.511769607436182,0
38,25.263495397682355,44.280836403260494,7.914609134937939,840.6935266019601,6,12.679667578098051,0
39,21.60228740609402,37.24615611843852,7.075409362057035,993.2010442498423,5,14.607280882282431,0
40,16.83057352267168,38.72167023837513,7.381466536656963,758.8630532596217,7,9.995491622675825,0
41,22.427653651669054,39.32076882944196,14.084345518793754,825.9677232712197,8,6.1209851035075875,0
42,15.515827816728276,39.39404989694452,9.680690542342901,628.0291389163973,8,9.407658014365413,0
43,28.63980603118173,41.129395824945256,9.662994129398188,1201.987301054255,5,9.789705614534714,0
44,18.881699724000253,44.43075837744708,12.605756424552823,693.8421693743533,7,13.969940781856739,0
45,24.937834265309732,37.40692711832505,6.544922040049258,883.173882613521,6,8.94800768462953,0
46,19.675666141341164,36.21501376300918,9.872653541000508,796.2383577634429,5,14.533242648871385,0
47,22.801020317667163,36.97470489859937,9.299852141210597,956.0959626300152,6,9.851319077143348,0
48,23.200654190149194,43.869249002092694,10.96910690546656,943.4566803365593,8,14.73780500978929,0
49,17.772816832882906,41.45810812655206,14.995577032504386,682.0134685457668,6,5.0819832113096215,0
50,29.54376941646838,37.8590678923916,12.69448894082047,1025.512630533174,7,13.988153748063466,0
51,26.626992350416717,43.15946938968617,8.978657030174272,937.3003400862251,9,14.311204519433506,0
52,29.09248412346284,43.61369996363436,13.27553052274047,991.3749594336733,7,14.610209357652133,0
53,28.422410256414732,43.46514338690278,6.707083633124801,1033.9035573543645,6,5.130765341746148,0
54,23.968499682166275,44.18926533639554,5.304636863089601,1010.421927831654,5,6.71700836550309,0
55,28.82811352534675,37.522410201733614,7.04448372464273,985.9387177988397,8,11.537645030932362,0
56,16.327387530778793,42.55041928746278,8.404115561142596,718.1883521803643,9,5.254726917351071,0
57,17.93974293628718,39.6053949727414,10.105807574595598,765.768801459528,5,5.636089961765007,0
58,15.67840933365807,43.41998552890061,11.151291405411998,884.8971921720748,5,7.210788736934419,0
59,19.879954961448966,42.284906771616136,14.106057172144217,983.3987810999448,7,10.124397687438842,0
60,20.83015934534223,42.76447446499725,10.098540095504577,960.7952584591785,6,10.459025592668075,0
61,19.07023547660844,41.56161837681071,10.012756446257294,749.2535631609665,7,5.342611227935043,0
62,27.43106263727894,36.774287694697065,5.502430098229821,906.1877601594745,6,6.703672507815312,0
63,20.351299900403838,40.450269188969386,5.3491155265622385,803.8537388262833,7,9.997056733346554,0
64,19.21401764531071,44.84669739524508,10.511599619163722,760.3888059629171,5,10.939406209434052,0
65,23.14044124737373,44.37388066497119,9.381786132483445,930.2887712282613,8,6.484016964862153,0
66,17.113863374621438,35.431737357970114,13.391803949802986,861.1649573858739,6,8.988414119469706,0
67,27.032954711310595,36.64814815729437,6.606795847118452,1133.3207494464223,9,14.044014365169524,0
68,16.118259655196564,36.317287734545616,5.249716621170496,856.4157170030667,9,14.98899287046172,0
69,29.80330404900776,42.259799099852955,9.490387679301259,1052.9852695921145,5,14.872144548311413,0
70,26.58367153944986,43.17785329856945,7.374785567522575,1070.7620915244515,7,13.816745102868724,0
71,17.980735223012587,37.13511366310672,5.496143733388374,743.3686398325807,7,8.946600879499458,0
72,15.082831756854036,40.058526929518294,12.24598286847629,595.3424568919057,5,11.865742920747842,0
73,27.231921426822513,43.407030280112,6.115929999572475,1091.2676153514456,9,9.165922277841986,0
74,25.602860157714257,42.32801544766251,11.083195000077717,843.0197697137928,9,11.48527026824203,0
75,25.93510752061481,40.42237205491848,7.810497501668891,971.1324642529169,7,8.094324709694831,0
76,26.569055200289185,40.90347690458773,6.73496050355022,963.0401607978524,6,11.06202253610332,0
77,16.110669776011356,40.0836054691628,8.797515229193174,810.7800059559397,8,10.237584965528498,0
78,20.37698592816409,37.975484513188206,13.014457762229537,939.298290032216,6,5.2448026581319995,0
79,16.738035892876944,40.65021992859016,8.920935769045727,709.6792881133088,9,12.907029037461138,0
80,27.946551388133905,41.8888530205009,12.507696492110558,1142.1518890368036,6,5.118978322451556,0
81,24.34947190241337,43.733229158608076,6.254862967991507,896.9118257118143,8,7.9315594225330175,0
82,19.963470372789736,41.36291353979248,12.72771419665079,832.9846673157117,6,5.059240654540024,0
83,15.953375254290355,42.61121537043158,7.369333249066487,816.9399394614991,6,8.762014132951983,0
84,19.664734825734932,36.60071634954573,11.773931298888728,899.4944394108098,6,5.631605281641393,0
85,19.877749830401207,39.6155747441979,10.657815548409964,993.1542874536901,6,14.135109668312412,0
86,25.944092675070962,35.093316198270934,14.291447172116873,916.1506241415536,5,9.156792951628686,0
87,24.563362070328196,37.466788645216226,8.87322517975314,1012.7794258200795,9,9.5949577486441,0
88,28.308191138644897,42.26461715113005,5.661651888344404,1090.6093509488555,8,8.49850236090855,0
89,22.08322387742924,44.91809951349364,5.191554855512529,1026.61013328274,9,11.275061542017664,0
90,16.793913689074525,35.99178099587216,13.26858560972753,666.7564847203256,5,12.844081166182038,0
91,25.698671808344926,39.01494315861288,10.247356376614322,1068.006244284703,5,11.48146743048978,0
92,26.411775729253463,43.0007096869916,12.752440518349493,1030.7749781119671,5,12.482071183951275,0
93,23.419157963542446,37.04035634628899,7.344256000115147,867.8787100249328,5,14.059736635092605,0
94,26.564507699318415,40.55084949302287,8.450837455132337,1006.4431667271126,6,13.635465316714287,0
95,22.40693394546586,42.33071296029675,5.301038722113189,860.3063277575858,9,11.740584527536958,0
96,22.840992440729913,41.15985450260179,14.614923245741121,944.8188318547861,7,7.1463796290442865,0
97,21.413115275378246,36.880247346154164,11.678679067008133,1002.0280651288558,8,11.377028510419288,0
98,15.381286901161427,38.55384568685739,14.332050877593062,755.3236678526962,5,10.06083095740511,0
99,16.618371404899566,42.837917844853976,7.6549640742907235,804.9760106204644,9,12.1721923101042,0
100,15.471437785301013,40.542265141320165,11.114636112256608,742.4102987669382,5,13.32931648392915,0
101,24.546156168956706,35.052296135429124,11.784999682926378,829.0035561575604,5,12.427214971864174,0
102,19.7153397161449,42.60990760028094,8.175497002575884,762.7410599664507,5,13.465611699612852,0
103,22.62856036747054,35.353113549402394,13.4810923501563,913.3145280163883,5,5.6386637334102385,0
104,28.613497108891394,42.45733782731232,14.471614629002477,1008.4080128456962,5,5.31620038237464,0
105,18.739383437233123,37.024805601652375,13.848551176960044,723.0136652591864,8,7.585005676995939,0
106,21.155743845534445,44.5807348011938,12.390669759393726,880.1334487138926,9,14.006660841086283,0
107,26.33326707814573,38.67940751302085,7.77464679724954,955.1746149879984,5,13.236592509839738,0
108,18.431972482374338,38.26931616338079,7.816160421056317,738.2316050113828,5,11.827272977953116,0
109,16.154698647431896,36.488880503324445,14.633603204460378,743.0630914179117,5,12.00758667439716,0
110,19.34627179370652,38.05604215490215,5.10284495935692,723.6420722673149,5,12.266704692582126,0
111,17.418319308810066,43.766507618282006,12.160499732421446,913.7817026428738,6,14.42602700484747,0
112,28.945464785138597,44.963343376272476,12.062461625552622,1183.9472490042367,6,13.321911523075576,0
113,27.121805693466253,38.683095305068484,11.226895409497974,1090.331318058817,7,11.233903870270474,0
114,24.501056347656352,39.48610630954543,14.901088460868658,844.3905569679457,5,11.657154352571405,0
115,28.071908852815767,42.22070938202737,8.118794357637253,1134.560897661302,7,7.137402620611219,0
116,27.055081153486718,43.86195780465074,8.399718637932482,1118.7642272698736,8,11.573188251562724,0
117,17.798550883290538,40.93044334186784,5.789394029465555,875.2931573965648,7,9.246790124184585,0
118,28.388384977349666,38.91525698177829,9.427981365437375,943.899390569514,9,6.5296187060574375,0
119,23.090133628734762,39.12621840848624,7.610485262348481,970.4257278386984,6,13.064028192465743,0
120,27.111602327460936,41.95618146496807,8.433867021776443,1128.087496911343,6,10.102470998031457,0
121,28.4413694988524,35.03218263604278,13.345717902556277,1084.2402578372103,5,14.774250416894215,0
122,19.77005212457796,41.195893374598406,14.354845135274957,888.1735156828756,5,7.8167935447452495,0
123,16.65077886791515,38.55493010441357,6.8573307200518565,753.7785155257707,8,9.806701123050768,0
